rank,placeId,name,municipality,ui_region,ui_region_name,kto_content_type_id,kto_content_type_name,ui_category,pet_information_status,basic_score,pet_score,total_score,filled_useful_fields,total_useful_fields,fullness_pct,pet_details_summary,has_name,value_name,has_kto_content_type,value_kto_content_type,has_address,value_address,has_address_detail,value_address_detail,has_coordinates,value_coordinates,has_phone,value_phone,has_image,value_image,has_short_description,value_short_description,has_full_description,value_full_description,has_parking_info,value_parking_info,has_business_hours,value_business_hours,has_closed_days,value_closed_days,has_instagram_url,value_instagram_url,has_tags,value_tags,has_zipcode,value_zipcode,has_pet_acmpyTypeCd,value_pet_acmpyTypeCd,has_pet_acmpyNeedMtr,value_pet_acmpyNeedMtr,has_pet_acmpyPsblCpam,value_pet_acmpyPsblCpam,has_pet_etcAcmpyInfo,value_pet_etcAcmpyInfo,has_pet_relaAcdntRiskMtr,value_pet_relaAcdntRiskMtr,has_pet_relaFrnshPrdlst,value_pet_relaFrnshPrdlst,has_pet_relaPosesFclty,value_pet_relaPosesFclty,has_pet_relaPurcPrdlst,value_pet_relaPurcPrdlst,has_pet_relaRntlPrdlst,value_pet_relaRntlPrdlst,snapshot_sha256,design_version,data_note
1699,kto-2909373,트리플스토어 칠성점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,트리플스토어 칠성점,1,38:쇼핑,1,제주특별자치도 제주시 관덕로15길 15 (일도일동),0,,1,"33.5146318767033,126.526557666517",0,,1,https://tong.visitkorea.or.kr/cms/resource/66/4020366_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63277,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1700,kto-2909982,컴플리트커피,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,6,0,6,6,24,25,,1,컴플리트커피,1,39:음식점,1,제주특별자치도 제주시 노형6길 21,1,1층,1,"33.480617305432,126.478179017205",0,,0,,0,,0,,0,,0,,0,,0,,0,,1,63088,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1701,kto-2910664,레노마홈 신제주노형점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,레노마홈 신제주노형점,1,38:쇼핑,1,"제주특별자치도 제주시 신대로 136 (연동, 코스모스태홍누리안5차아파트)",0,,1,"33.4850752435992,126.496033953453",0,,1,https://tong.visitkorea.or.kr/cms/resource/74/4020374_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63133,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1702,kto-2910815,카페보롬왓,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,cafe,UNKNOWN,6,0,6,6,24,25,,1,카페보롬왓,1,39:음식점,1,제주특별자치도 서귀포시 번영로 2350-104,0,,1,"33.4134934171129,126.752493951494",0,,1,https://tong.visitkorea.or.kr/cms/resource/19/4069919_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63624,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1703,kto-2910852,하례감귤점빵협동조합,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,하례감귤점빵협동조합,1,39:음식점,1,제주특별자치도 서귀포시 하례로 272,0,,1,"33.2713439657,126.6233508455",0,,1,https://tong.visitkorea.or.kr/cms/resource/38/2910838_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63613,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1704,kto-2910854,이마트 서귀포점,SEOGWIPO_CITY,seogwipo,서귀포시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,이마트 서귀포점,1,38:쇼핑,1,제주특별자치도 서귀포시 일주동로 9209 (법환동),0,,1,"33.2483380261564,126.509117350341",0,,1,https://tong.visitkorea.or.kr/cms/resource/34/4044634_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63572,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1705,kto-2910907,망고하이,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,망고하이,1,39:음식점,1,제주특별자치도 서귀포시 일주서로 972,0,,1,"33.2582253738,126.4068628965",0,,1,https://tong.visitkorea.or.kr/cms/resource/01/2910901_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63534,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1706,kto-2910930,래용,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,래용,1,39:음식점,1,제주특별자치도 제주시 우정로 17 제웅1차솔내음빌리지,0,,1,"33.4912097647,126.4311637071",0,,1,https://tong.visitkorea.or.kr/cms/resource/13/2910913_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63070,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1707,kto-2911053,알동네집,JEJU_CITY,west,서부 (한경),39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,알동네집,1,39:음식점,1,제주특별자치도 제주시 한경면 연명로 543,0,,1,"33.3164470445,126.2673880277",0,,1,https://tong.visitkorea.or.kr/cms/resource/41/2911041_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63005,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1708,kto-2911088,5L2F,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,5L2F,1,39:음식점,1,제주특별자치도 제주시 와흘상길 30,0,,1,"33.4939265833,126.6335448189",0,,1,https://tong.visitkorea.or.kr/cms/resource/76/2911076_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63344,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1709,kto-2911298,웨스트우드 구제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,웨스트우드 구제주점,1,38:쇼핑,1,제주특별자치도 제주시 관덕로 65 (일도일동),0,,1,"33.5133299212057,126.526259191883",0,,1,https://tong.visitkorea.or.kr/cms/resource/88/4020088_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63277,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1710,kto-2911513,웨스트우드 신제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,웨스트우드 신제주점,1,38:쇼핑,1,제주특별자치도 제주시 연동7길 31 (연동),0,,1,"33.4870580655126,126.490860091921",0,,1,https://tong.visitkorea.or.kr/cms/resource/69/4042069_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63123,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1711,kto-2911579,올리브영 제주동문시장점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,올리브영 제주동문시장점,1,38:쇼핑,1,제주특별자치도 제주시 관덕로 62-1 (일도일동),0,,1,"33.5128700923869,126.525948168862",0,,1,https://tong.visitkorea.or.kr/cms/resource/92/4029192_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63192,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1712,kto-2912583,금강제화 제주지점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,금강제화 제주지점,1,38:쇼핑,1,제주특별자치도 제주시 관덕로 57 (일도일동),0,,1,"33.5132997324997,126.525509164692",0,,1,https://tong.visitkorea.or.kr/cms/resource/05/4020405_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63277,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1713,kto-2916457,아트박스 제주연동점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,아트박스 제주연동점,1,38:쇼핑,1,제주특별자치도 제주시 신대로14길 51 (연동),0,,1,"33.4877224633981,126.490951429845",0,,1,https://tong.visitkorea.or.kr/cms/resource/92/4042792_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63123,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1714,kto-2916532,로이드 신제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,로이드 신제주점,1,38:쇼핑,1,제주특별자치도 제주시 연동7길 22 (연동),0,,1,"33.4881294735739,126.49056416284",0,,1,https://tong.visitkorea.or.kr/cms/resource/09/4045709_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63124,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1715,kto-2918447,다인오세아노 호텔,JEJU_CITY,west,서부 (애월),32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,다인오세아노 호텔,1,32:숙박,1,제주특별자치도 제주시 애월읍 애월해안로 394,0,,1,"33.4724996508,126.3504700269",0,,1,https://tong.visitkorea.or.kr/cms/resource/92/4076292_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63046,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1716,kto-2918548,"헤이, 서귀포",SEOGWIPO_CITY,seogwipo,서귀포시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,"헤이, 서귀포",1,32:숙박,1,제주특별자치도 서귀포시 태평로 363 (서귀동),0,,1,"33.2461172827,126.5600780016",0,,1,https://tong.visitkorea.or.kr/cms/resource/05/4074405_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63595,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1717,kto-2922976,한국기념품백화점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,한국기념품백화점,1,38:쇼핑,1,제주특별자치도 제주시 원노형로 13 (노형동),0,,1,"33.48746545315,126.484763713528",0,,1,https://tong.visitkorea.or.kr/cms/resource/46/4020346_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63081,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1718,kto-2923735,스파오 신제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,스파오 신제주점,1,38:쇼핑,1,제주특별자치도 제주시 신광로 42 (연동),0,,1,"33.4884518138034,126.489824135742",0,,1,https://tong.visitkorea.or.kr/cms/resource/69/4020369_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63129,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1719,kto-2924345,나이키 칠성로점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,나이키 칠성로점,1,38:쇼핑,1,제주특별자치도 제주시 칠성로길 26 (일도일동),0,,1,"33.5142562605355,126.525564325141",0,,1,https://tong.visitkorea.or.kr/cms/resource/83/4020383_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63277,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1720,kto-2926949,제주엠리조트,SEOGWIPO_CITY,seogwipo,서귀포시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,제주엠리조트,1,32:숙박,1,제주특별자치도 서귀포시 중산간서로157번길 28-6 (강정동),0,,1,"33.2578066302,126.4943561301",0,,1,https://tong.visitkorea.or.kr/cms/resource/34/2926934_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63558,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1721,kto-2928853,제일모직아울렛 노형점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,제일모직아울렛 노형점,1,38:쇼핑,1,제주특별자치도 제주시 도령로 22 (노형동),0,,1,"33.4870114649942,126.481814108192",0,,1,https://tong.visitkorea.or.kr/cms/resource/30/4020330_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63081,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1722,kto-2930611,홈플러스 메가푸드마켓 서귀포점,SEOGWIPO_CITY,seogwipo,서귀포시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,홈플러스 메가푸드마켓 서귀포점,1,38:쇼핑,1,제주특별자치도 서귀포시 중앙로 180 (동홍동),0,,1,"33.2604859888121,126.559934556059",0,,1,https://tong.visitkorea.or.kr/cms/resource/32/4019932_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63585,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1723,kto-2930613,데상트골프 신제주점,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,데상트골프 신제주점,1,38:쇼핑,1,제주특별자치도 제주시 노연로 94 (연동),0,,1,"33.4857110958867,126.490204421725",0,,1,https://tong.visitkorea.or.kr/cms/resource/40/4020140_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63133,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1724,kto-2930914,루이까스텔 서귀포점,SEOGWIPO_CITY,seogwipo,서귀포시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,루이까스텔 서귀포점,1,38:쇼핑,1,제주특별자치도 서귀포시 중정로 104 (서귀동),0,,1,"33.2483906273506,126.567334798204",0,,1,https://tong.visitkorea.or.kr/cms/resource/84/4020084_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63595,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1725,kto-2930935,한담해안산책로,JEJU_CITY,west,서부 (애월),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,한담해안산책로,1,12:관광지,1,제주특별자치도 제주시 애월읍 곽지리,0,,1,"33.4591976873,126.3105978795",0,,1,https://tong.visitkorea.or.kr/cms/resource_photo/66/3587666_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63034,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1726,kto-2931257,수목원길 야시장,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,수목원길 야시장,1,38:쇼핑,1,제주특별자치도 제주시 은수길 69,0,,1,"33.4706491825,126.4882144217",0,,1,https://tong.visitkorea.or.kr/cms/resource/46/4074046_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63141,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1727,kto-2931723,제주901,JEJU_CITY,jeju_city,제주시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,제주901,1,32:숙박,1,제주특별자치도 제주시 1100로 2977-10 (노형동),0,,1,"33.45289418805199,126.48627741278395",0,,1,https://tong.visitkorea.or.kr/cms/resource/80/4068980_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63078,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1728,kto-2931775,고려홍삼,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,고려홍삼,1,38:쇼핑,1,제주특별자치도 제주시 신광로 27 (연동),0,,1,"33.489681748482,126.490323944513",0,,1,https://tong.visitkorea.or.kr/cms/resource/47/4020347_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63124,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1729,kto-2931892,빛의 벙커,SEOGWIPO_CITY,east,동부 (성산),14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,빛의 벙커,1,14:문화시설,1,제주특별자치도 서귀포시 성산읍 서성일로1168번길 89-17,0,,1,"33.4399,126.8996",0,,1,https://tong.visitkorea.or.kr/cms/resource/08/3548808_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63641,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1730,kto-2931932,아라리오뮤지엄 탑동시네마,JEJU_CITY,jeju_city,제주시,14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,아라리오뮤지엄 탑동시네마,1,14:문화시설,1,제주특별자치도 제주시 탑동로 14 (삼도이동),0,,1,"33.5174206183,126.5233924898",0,,1,https://tong.visitkorea.or.kr/cms/resource/17/2931917_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63165,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1731,kto-2932006,서귀포 패류화석산지,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,서귀포 패류화석산지,1,12:관광지,1,제주특별자치도 서귀포시 남성중로 43 (서홍동),0,,1,"33.2397925522,126.5582663116",0,,1,https://tong.visitkorea.or.kr/cms/resource/17/3391817_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63594,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1732,kto-2932531,장수애섬식당,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,장수애섬식당,1,39:음식점,1,제주특별자치도 서귀포시 남성중로 2-3,0,,1,"33.2433684182,126.5596823834",0,,1,https://tong.visitkorea.or.kr/cms/resource/29/2932529_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63594,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1733,kto-2940981,루나폴,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,루나폴,1,12:관광지,1,제주특별자치도 서귀포시 일주서로 1836,0,,1,"33.2514073999,126.3219962251",0,,1,https://tong.visitkorea.or.kr/cms/resource/85/3423685_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63527,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1734,kto-2946074,금능포구,JEJU_CITY,west,서부 (한림),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,금능포구,1,12:관광지,1,제주특별자치도 제주시 한림읍 금능리,0,,1,"33.3902295795,126.2351090186",0,,1,https://tong.visitkorea.or.kr/cms/resource/86/2947286_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63010,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1735,kto-2946085,롤링브루잉,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,6,0,6,6,24,25,,1,롤링브루잉,1,39:음식점,1,제주특별자치도 제주시 동문로 21-1 (일도일동),0,,1,"33.5131031405,126.5291124418",0,,1,https://tong.visitkorea.or.kr/cms/resource/01/2947401_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63278,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1736,kto-2946628,환상숲곶자왈공원,JEJU_CITY,west,서부 (한경),12,관광지,spot,UNKNOWN,6,0,6,6,24,25,,1,환상숲곶자왈공원,1,12:관광지,1,제주특별자치도 제주시 한경면 녹차분재로 594-1,0,,1,"33.322401864,126.262919972",0,,1,https://tong.visitkorea.or.kr/cms/resource/63/4073563_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63005,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1737,kto-2948165,에코랜드 호텔,JEJU_CITY,jeju_city,제주시,32,숙박,stay,UNKNOWN,6,0,6,6,24,25,,1,에코랜드 호텔,1,32:숙박,1,제주특별자치도 제주시 번영로 1278-169,0,,1,"33.4558430751,126.6681893538",0,,1,https://tong.visitkorea.or.kr/cms/resource/47/2948147_image2_1.png,0,,0,,0,,0,,0,,0,,0,,1,63346,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1738,kto-2949573,제주문학관,JEJU_CITY,jeju_city,제주시,14,문화시설,spot,UNKNOWN,6,0,6,6,24,25,,1,제주문학관,1,14:문화시설,1,제주특별자치도 제주시 연북로 339 (도남동),0,,1,"33.4813850713,126.5178573851",0,,1,https://tong.visitkorea.or.kr/cms/resource/29/2949529_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63234,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
1739,kto-2953017,제주수울 (JEJUSUUL),JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,6,0,6,6,24,25,,1,제주수울 (JEJUSUUL),1,38:쇼핑,1,제주특별자치도 제주시 서문로 72-1,0,,1,"33.5120353174,126.5186569134",0,,1,https://tong.visitkorea.or.kr/cms/resource/16/2953016_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63154,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
