rank,placeId,name,municipality,ui_region,ui_region_name,kto_content_type_id,kto_content_type_name,ui_category,pet_information_status,basic_score,pet_score,total_score,filled_useful_fields,total_useful_fields,fullness_pct,pet_details_summary,has_name,value_name,has_kto_content_type,value_kto_content_type,has_address,value_address,has_address_detail,value_address_detail,has_coordinates,value_coordinates,has_phone,value_phone,has_image,value_image,has_short_description,value_short_description,has_full_description,value_full_description,has_parking_info,value_parking_info,has_business_hours,value_business_hours,has_closed_days,value_closed_days,has_instagram_url,value_instagram_url,has_tags,value_tags,has_zipcode,value_zipcode,has_pet_acmpyTypeCd,value_pet_acmpyTypeCd,has_pet_acmpyNeedMtr,value_pet_acmpyNeedMtr,has_pet_acmpyPsblCpam,value_pet_acmpyPsblCpam,has_pet_etcAcmpyInfo,value_pet_etcAcmpyInfo,has_pet_relaAcdntRiskMtr,value_pet_relaAcdntRiskMtr,has_pet_relaFrnshPrdlst,value_pet_relaFrnshPrdlst,has_pet_relaPosesFclty,value_pet_relaPosesFclty,has_pet_relaPurcPrdlst,value_pet_relaPurcPrdlst,has_pet_relaRntlPrdlst,value_pet_relaRntlPrdlst,snapshot_sha256,design_version,data_note
482,kto-2755000,돈이랑,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,돈이랑,1,39:음식점,1,제주특별자치도 서귀포시 일주서로 953,1,(색달동),1,"33.2577414031,126.4091024145",0,,1,https://tong.visitkorea.or.kr/cms/resource/26/2755126_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63534,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
483,kto-2755444,난드르바당,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,난드르바당,1,39:음식점,1,제주특별자치도 서귀포시 하예하동로16번길 11-1,1,(하예동),1,"33.2346461302,126.370989569",0,,1,https://tong.visitkorea.or.kr/cms/resource/02/2755602_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63538,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
484,kto-2755895,아트인명도암,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,아트인명도암,1,39:음식점,1,제주특별자치도 제주시 봉개동,1,290-1,1,"33.4677297391,126.6113106873",0,,1,https://tong.visitkorea.or.kr/cms/resource/27/2756027_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63313,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
485,kto-2758844,중문해녀의집,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,중문해녀의집,1,39:음식점,1,제주특별자치도 서귀포시 중문관광로 194,1,(중문동),1,"33.2424043651,126.4191518851",0,,1,https://tong.visitkorea.or.kr/cms/resource/92/2758892_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63547,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
486,kto-2759608,삼무국수,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,삼무국수,1,39:음식점,1,제주특별자치도 제주시 삼무로3길 46-1,1,(연동),1,"33.4905891798,126.4909789569",0,,1,https://tong.visitkorea.or.kr/cms/resource/07/2759707_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63125,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
487,kto-2759849,임금님밥상,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,임금님밥상,1,39:음식점,1,제주특별자치도 제주시 오광로 128,1,(노형동),1,"33.4849337731,126.4609483627",0,,1,https://tong.visitkorea.or.kr/cms/resource/09/2760109_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63106,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
488,kto-2763796,착한집,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,착한집,1,39:음식점,1,제주특별자치도 제주시 서광로 98,1,(오라삼동),1,"33.5000133921,126.5070162384",0,,1,https://tong.visitkorea.or.kr/cms/resource/60/2764060_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63149,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
489,kto-2765319,서부두수산시장,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,7,0,7,7,24,29.17,,1,서부두수산시장,1,38:쇼핑,1,제주특별자치도 제주시 임항로 49,1,(건입동),1,"33.5170396509,126.5300138523",0,,1,https://tong.visitkorea.or.kr/cms/resource/68/3585668_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63276,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
490,kto-2767627,새섬공원,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,새섬공원,1,12:관광지,1,제주특별자치도 서귀포시 남성중로 43,1,(서홍동),1,"33.2397485318,126.5588092829",0,,1,https://tong.visitkorea.or.kr/cms/resource/05/3551805_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63594,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
491,kto-2767778,황우지해안열두굴,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,황우지해안열두굴,1,12:관광지,1,제주특별자치도 서귀포시 서홍동,1,764-1,1,"33.2420288662,126.5607118442",0,,1,https://tong.visitkorea.or.kr/cms/resource/37/3399937_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63594,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
492,kto-2767799,중문카트체험장,SEOGWIPO_CITY,seogwipo,서귀포시,28,레포츠,spot,UNKNOWN,7,0,7,7,24,29.17,,1,중문카트체험장,1,28:레포츠,1,제주특별자치도 서귀포시 일주서로 1114,1,(상예동),1,"33.264181,126.39456",0,,1,https://tong.visitkorea.or.kr/cms/resource/19/4074619_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63534,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
493,kto-2767900,용담공원,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,용담공원,1,12:관광지,1,제주특별자치도 제주시 용담일동,1,373-5,1,"33.5081292873,126.5150125811",0,,1,https://tong.visitkorea.or.kr/cms/resource/60/3554960_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63153,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
494,kto-2774868,영실국수,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,영실국수,1,39:음식점,1,제주특별자치도 서귀포시 일주서로 470,1,(하원동),1,"33.2544508767,126.4583815477",0,,1,https://tong.visitkorea.or.kr/cms/resource/38/2774938_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63541,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
495,kto-2778809,제주 글라스하우스,SEOGWIPO_CITY,east,동부 (성산),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,제주 글라스하우스,1,12:관광지,1,제주특별자치도 서귀포시 성산읍 고성리,1,46,1,"33.4291280857,126.9340141417",0,,1,https://tong.visitkorea.or.kr/cms/resource/77/3096277_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63640,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
496,kto-2779457,종달리해변,JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,종달리해변,1,12:관광지,1,제주특별자치도 제주시 구좌읍 종달리,1,565-72,1,"33.4963286013,126.9097146979",0,,1,https://tong.visitkorea.or.kr/cms/resource/36/3553836_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63364,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
497,kto-2781422,대포해안,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,대포해안,1,12:관광지,1,제주특별자치도 서귀포시 이어도로 36-30,1,(중문동),1,"33.2380216246,126.4260597168",0,,1,https://tong.visitkorea.or.kr/cms/resource/55/3550955_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63547,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
498,kto-2791425,중문수두리보말칼국수,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,중문수두리보말칼국수,1,39:음식점,1,제주특별자치도 서귀포시 천제연로 192,1,(중문동),1,"33.2516062199,126.4250095051",0,,1,https://tong.visitkorea.or.kr/cms/resource/96/2800696_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63546,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
499,kto-2791440,제주한라국수,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,제주한라국수,1,39:음식점,1,제주특별자치도 서귀포시 천제연로188번길 17,1,(중문동),1,"33.2503119092,126.4244290287",0,,1,https://tong.visitkorea.or.kr/cms/resource/76/2800476_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63546,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
500,kto-2791450,성산세화해안도로,JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,성산세화해안도로,1,12:관광지,1,제주특별자치도 제주시 구좌읍 종달리 112-1,1,시작점,1,"33.510090917,126.9065285449",0,,1,https://tong.visitkorea.or.kr/cms/resource/31/3355631_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63364,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
501,kto-2791505,서귀포항,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,서귀포항,1,12:관광지,1,제주특별자치도 서귀포시 칠십리로72번길 14,1,(서귀동),1,"33.239159804,126.5648726592",0,,1,https://tong.visitkorea.or.kr/cms/resource/46/3550946_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63596,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
502,kto-2791511,제주항,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,제주항,1,12:관광지,1,제주특별자치도 제주시 임항로 111,1,(건입동),1,"33.5200699382,126.5342384162",0,,1,https://tong.visitkorea.or.kr/cms/resource/13/3554913_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63280,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
503,kto-2794659,도두항,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,도두항,1,12:관광지,1,제주특별자치도 제주시 도공로 2,1,(도두일동),1,"33.5061675974,126.4650003076",0,,1,https://tong.visitkorea.or.kr/cms/resource/41/3553941_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63113,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
504,kto-2798027,전이수갤러리 걸어가는늑대들,JEJU_CITY,jeju_city,제주시,14,문화시설,spot,UNKNOWN,7,0,7,7,24,29.17,,1,전이수갤러리 걸어가는늑대들,1,14:문화시설,1,제주특별자치도 제주시 연북로 707 (이도이동),1,01-02,1,"33.4950007521436,126.551308069414",0,,1,https://tong.visitkorea.or.kr/cms/resource/53/3553053_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63228,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
505,kto-2798036,숙성도 제주본점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,숙성도 제주본점,1,39:음식점,1,제주특별자치도 제주시 제원길 30 (연동),1,"2, 3층",1,"33.4873145093,126.4888958794",0,,1,https://tong.visitkorea.or.kr/cms/resource/38/2800138_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63131,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
506,kto-2819599,고배기동산,SEOGWIPO_CITY,west,서부 (안덕),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,고배기동산,1,12:관광지,1,제주특별자치도 서귀포시 안덕면 광평리,1,산67,1,"33.3307998722,126.381699714",0,,1,https://tong.visitkorea.or.kr/cms/resource/66/4073966_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63524,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
507,kto-2830485,권가칼국수,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,권가칼국수,1,39:음식점,1,제주특별자치도 제주시 화삼북로 38,1,1층,1,"33.5171098365,126.5769319952",0,,1,https://tong.visitkorea.or.kr/cms/resource/81/2830481_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63303,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
508,kto-2837222,코난해변,JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,코난해변,1,12:관광지,1,제주특별자치도 제주시 구좌읍 행원리,1,575-6,1,"33.5575720498,126.8111907275",0,,1,https://tong.visitkorea.or.kr/cms/resource/06/3408206_image2_1.png,0,,0,,0,,0,,0,,0,,0,,1,63358,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
509,kto-2839783,서서방숯불닭갈비 제주본점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,서서방숯불닭갈비 제주본점,1,39:음식점,1,제주특별자치도 제주시 신광로 61,1,1층,1,"33.4866479357,126.4901152327",0,,1,https://tong.visitkorea.or.kr/cms/resource/79/2839779_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63123,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
510,kto-2843766,김선장회센타,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,김선장회센타,1,39:음식점,1,제주특별자치도 서귀포시 최남단해안로 37 명품한우전문,1,1층,1,"33.2171777070881,126.252511482323",0,,1,https://tong.visitkorea.or.kr/cms/resource/62/2843762_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63513,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
511,kto-2847703,샤이니숲길,JEJU_CITY,east,동부 (조천),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,샤이니숲길,1,12:관광지,1,제주특별자치도 제주시 조천읍 교래리,1,719-10,1,"33.4272792375,126.6617076193",0,,1,https://tong.visitkorea.or.kr/cms/resource/33/4073033_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63346,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
512,kto-2850048,도두반점 제주사수점,JEJU_CITY,jeju_city,제주시,39,음식점,food,UNKNOWN,7,0,7,7,24,29.17,,1,도두반점 제주사수점,1,39:음식점,1,제주특별자치도 제주시 서해안로 317,1,2층,1,"33.5095952211,126.4791906626",0,,1,https://tong.visitkorea.or.kr/cms/resource/44/2850044_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63112,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
513,kto-2852538,산방산랜드,SEOGWIPO_CITY,west,서부 (안덕),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,산방산랜드,1,12:관광지,1,제주특별자치도 서귀포시 안덕면 사계리,1,117-2,1,"33.2338,126.3118",0,,1,https://tong.visitkorea.or.kr/cms/resource/67/4072767_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63528,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
514,kto-2852643,대왕수천예래생태공원,SEOGWIPO_CITY,seogwipo,서귀포시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,대왕수천예래생태공원,1,12:관광지,1,제주 서귀포시 상예동,1,5002-26,1,"33.247745,126.396617",0,,1,https://tong.visitkorea.or.kr/cms/resource/15/4064115_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,697301,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
515,kto-2853471,안도르,JEJU_CITY,east,동부 (구좌),39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,안도르,1,39:음식점,1,제주특별자치도 제주시 구좌읍 송당리,1,May-48,1,"33.4553586672,126.7709498938",0,,1,https://tong.visitkorea.or.kr/cms/resource/62/2853462_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63355,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
516,kto-2853658,잔물결,JEJU_CITY,jeju_city,제주시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,잔물결,1,39:음식점,1,제주특별자치도 제주시 금능길 58-1,1,1층,1,"33.3881213939,126.2296595393",0,,1,https://tong.visitkorea.or.kr/cms/resource/48/2853648_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63010,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
517,kto-2854455,감따남,SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,감따남,1,39:음식점,1,제주특별자치도 서귀포시 월산로 16,1,1층,1,"33.2620894948,126.4946032358",0,,1,https://tong.visitkorea.or.kr/cms/resource/54/2854454_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63556,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
518,kto-2854521,산방산유채꽃밭,SEOGWIPO_CITY,west,서부 (안덕),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,산방산유채꽃밭,1,12:관광지,1,제주특별자치도 서귀포시 안덕면 사계리,1,산방산 일대,1,"33.2423868562,126.3139441027",0,,1,https://tong.visitkorea.or.kr/cms/resource/53/4055053_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63528,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
519,kto-2860687,동문공설시장,JEJU_CITY,jeju_city,제주시,38,쇼핑,spot,UNKNOWN,7,0,7,7,24,29.17,,1,동문공설시장,1,38:쇼핑,1,제주특별자치도 제주시 일도일동,1,1144-28,1,"33.5125255009266,126.528198635012",0,,1,https://tong.visitkorea.or.kr/cms/resource/88/4068088_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63264,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
520,kto-2860731,베메로 (BAKE MAKE ROAST),SEOGWIPO_CITY,seogwipo,서귀포시,39,음식점,cafe,UNKNOWN,7,0,7,7,24,29.17,,1,베메로 (BAKE MAKE ROAST),1,39:음식점,1,제주특별자치도 서귀포시 중문관광로72번길 29-9 신우성타운,1,라동,1,"33.2496534392,126.4111246414",0,,1,https://tong.visitkorea.or.kr/cms/resource/29/2860729_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63535,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
521,kto-2863615,김녕 청굴물,JEJU_CITY,east,동부 (구좌),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,김녕 청굴물,1,12:관광지,1,제주특별자치도 제주시 구좌읍 김녕리,1,1296,1,"33.5583,126.7512",0,,1,https://tong.visitkorea.or.kr/cms/resource/46/4075446_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63357,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
522,kto-2863882,나바론하늘길,JEJU_CITY,jeju_city,제주시,12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,나바론하늘길,1,12:관광지,1,제주특별자치도 제주시 추자면 대서리,1,산186,1,"33.9612503055,126.2866221544",0,,1,https://tong.visitkorea.or.kr/cms/resource/68/2863868_image2_1.JPG,0,,0,,0,,0,,0,,0,,0,,1,63000,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
523,kto-2872927,신촌 4·3 성터,JEJU_CITY,east,동부 (조천),12,관광지,spot,UNKNOWN,7,0,7,7,24,29.17,,1,신촌 4·3 성터,1,12:관광지,1,제주특별자치도 제주시 조천읍 신촌리,1,-3403,1,"33.5376989336,126.6130984926",0,,1,https://tong.visitkorea.or.kr/cms/resource/79/3389779_image2_1.jpg,0,,0,,0,,0,,0,,0,,0,,1,63337,0,,0,,0,,0,,0,,0,,0,,0,,0,,2b91c56fc7b5196bc828c9238081678ed31b26a21a318ac516580238a40ca35b,hank-place-field-audit-v1,Stage3 Firestore snapshot; live read blocked by RESOURCE_EXHAUSTED
